"SampleID","CRA","Error","DC13","Material","Species","Site","Phase","Type","Country","Longitude","Latitude","LocQual","Source","Comments"
"Ly-3717",7700,150,NA,NA,NA,"Khirokitia","niveau III",NA,"Cyprus",33.34,34.8,"C","Le Brun 1988 (details missing); Le Brun 1998. Report of the Department of Antiquities Cyprus: 25-28.","catalogue No Kh/81 2518"
"Ly-4307",7930,130,NA,NA,NA,"Khirokitia","niveau F",NA,"Cyprus",33.34,34.8,"C","Le Brun 1988 (details missing); Le Brun 1998. Report of the Department of Antiquities Cyprus: 25-28.","cataloue No Kh/86 4829"
"Ly-3718",7930,320,NA,NA,NA,"Khirokitia","niveau C",NA,"Cyprus",33.34,34.8,"C","Le Brun 1988 (details missing); Le Brun 1998. Report of the Department of Antiquities Cyprus: 25-28.","catalogue No Kh/84 3792"
"Ly-4785",8850,650,NA,NA,NA,"Khirokitia","---",NA,"Cyprus",33.34,34.8,"C","Peltenburg et al. 2000. Antiquity 74: 844-853.",NA
"GU-2426",3880,100,NA,"wood","Morus","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R189"
"GU-2537",4020,110,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 3A/4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R219 ff"
"BM-2527",4130,50,NA,"wood","Morus","Kissonerga-Mosphilia","period 4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R128/R129"
"BM-2529",4160,50,NA,"wood","Morus","Kissonerga-Mosphilia","period 4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R152"
"GU-2536",4170,80,NA,"wood","similar to Pistacia","Kissonerga-Mosphilia","period 3/4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: R210"
"BM-2279R",4180,130,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R11/R12"
"GU-2168",4210,105,NA,"wood","Pinus","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R178"
"OxA-2960",4220,70,NA,"seeds","Graminae","Kissonerga-Mosphilia","period 4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35. Housley 1994. Radiocarbon 36: 55-73.","Peltenburg 1991: sample R271"
"GU-2158",4220,75,NA,"wood","Pinus","Kissonerga-Mosphilia","period 4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R173"
"GU-2968",4240,100,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R340"
"GU-2155",4250,170,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R117"
"AA-10496",4285,60,NA,"seeds","Lens","Kissonerga-Mosphilia","period 3A?",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample C400"
"OxA-2161",4290,80,NA,"charcoal","Morus, Housley: charcoal","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35. Housley 1994. Radiocarbon 36: 55-73.","Peltenburg 1991: sample R189"
"OxA-2162",4300,80,NA,"charcoal","Morus, Housley: charcoal","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35. Housley 1994. Radiocarbon 36: 55-73.","Peltenburg 1991: sample R191"
"OxA-2961",4310,75,NA,"seeds","charred","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35. Housley 1994. Radiocarbon 36: 55-73.","Peltenburg 1991: sample C126"
"OxA-2962",4370,70,NA,"seeds","Lens/ Gramineae","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35. Housley 1994. Radiocarbon 36: 55-73.","Peltenburg 1991: sample R236"
"BM-2568",4490,50,NA,"wood","Pinus","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R179"
"OxA-2963",4520,80,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35. Housley 1994. Radiocarbon 36: 55-73.","Peltenburg 1991: sample R285; Housley 1994: cereals"
"BM-2528",4600,60,NA,"wood","Pinus, Olea","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R151"
"AA-10497",4605,55,NA,"seeds","Vitis Vinifera","Kissonerga-Mosphilia","period 3A",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample C435"
"BM-2526",4690,70,NA,"wood","Pinus","Kissonerga-Mosphilia","period 3B",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R120 ff"
"OxA-2964",4860,80,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 2",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35. Housley 1994. Radiocarbon 36: 55-73.","Peltenburg 1991: sample R272"
"OxA-2965",5100,80,NA,"seeds","Graminae","Kissonerga-Mosphilia","period 2",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35. Housley 1994. Radiocarbon 36: 55-73.","sample R274"
"GU-3397",5320,90,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 2",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.",NA
"GU-2967",5540,110,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 3A",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R350/R351"
"GU-2966",5620,60,NA,"charcoal","Pistacia","Kissonerga-Mosphilia","period 4",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1982. Earminster. Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","Peltenburg 1991: sample R172"
"AA-10495",7255,60,NA,"charcoal",NA,"Kissonerga-Mosphilia","period 1A",NA,"Cyprus",32.39,34.84,"C","Peltenburg 1988 (details missing); Peltenburg 1991. Bulletin of the American Schools of Oriental Research 282.283: 17-35.","sample R371"
"AA-33130",8025,65,NA,NA,NA,"Kissonerga-Mylouthkia","Well 133",NA,"Cyprus",32.4,34.84,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64.","Peltenburg et al. 2000: Well 133.264 s. Fig. 4"
"OxA-7461",8185,55,NA,NA,NA,"Kissonerga-Mylouthkia","Well 133",NA,"Cyprus",32.4,34.84,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64.","Peltenburg et al. 2000: Well 133.264 s. Fig. 4"
"AA-33129",9110,70,NA,NA,NA,"Kissonerga-Mylouthkia","Well 116",NA,"Cyprus",32.4,34.84,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64.","Peltenburg et al. 2000: Well 116.124 s. Fig. 4"
"AA-33128",9235,70,NA,NA,NA,"Kissonerga-Mylouthkia","Well 116",NA,"Cyprus",32.4,34.84,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64.","Peltenburg et al. 2000: Well 116.114 s. Fig. 4"
"OxA-7460",9315,60,NA,NA,NA,"Kissonerga-Mylouthkia","Well 116",NA,"Cyprus",32.4,34.84,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64.","Peltenburg et al. 2000: Well 116.124 s. Fig. 4"
"DRI-3442",7540,169,-28.24,"bone","Sus (2 bones)","Kritou-Marottou - Ais Yiorkis","---",NA,"Cyprus",32.56,34.93,"C","Simmons 1998b. Journal of Mediterranean Archaeology 11.2: 232-241. Simmons 2003. Neo-Lithics 2.2003: 8-12. Simmons a O'Horo 2003.",NA
"DRI-3443",7658,105,-26.49,"bone","Dama (1 bone)","Kritou-Marottou - Ais Yiorkis","---",NA,"Cyprus",32.56,34.93,"C","Simmons 1998b. Journal of Mediterranean Archaeology 11.2: 232-241. Simmons 2003. Neo-Lithics 2.2003: 8-12. Simmons a O'Horo 2003.",NA
"DRI-3441",7867,106,-24.21,"bone","Bos (1 bone)","Kritou-Marottou - Ais Yiorkis","---",NA,"Cyprus",32.56,34.93,"C","Simmons 1998b. Journal of Mediterranean Archaeology 11.2: 232-241. Simmons 2003. Neo-Lithics 2.2003: 8-12. Simmons a O'Horo 2003.",NA
"CAMS-94861",8290,35,-19.36,"bone","Bos (1 bone)","Kritou-Marottou - Ais Yiorkis","---",NA,"Cyprus",32.56,34.93,"C","Simmons 2003. Neo-Lithics 2.2003: 8-12. Simmons a O'Horo 2003.","C13/12 corrected"
"Beta-183649",8480,40,-23,"organic material","charred material","Kritou-Marottou - Ais Yiorkis","---",NA,"Cyprus",32.56,34.93,"C","Simmons 2003. Neo-Lithics 2.2003: 8-12.","C13/12 corrected"
"Beta-183651",8580,40,-27.1,"organic material","charred material","Kritou-Marottou - Ais Yiorkis","---",NA,"Cyprus",32.56,34.93,"C","Simmons 2003. Neo-Lithics 2.2003: 8-12.","C13/12 corrected"
"Beta-183650",8600,40,-26.8,"organic material","charred material","Kritou-Marottou - Ais Yiorkis","---",NA,"Cyprus",32.56,34.93,"C","Simmons 2003. Neo-Lithics 2.2003: 8-12.","C13/12 corrected"
"OxA-1084",4280,110,NA,"seeds","charred","Lemba-Lakkous","---",NA,"Cyprus",32.4,34.82,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-1087",4310,80,NA,"seeds","charred","Lemba-Lakkous","---",NA,"Cyprus",32.4,34.82,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-1083",4370,90,NA,"seeds","charred","Lemba-Lakkous","---",NA,"Cyprus",32.4,34.82,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-1086",4770,90,NA,"charcoal",NA,"Lemba-Lakkous","---",NA,"Cyprus",32.4,34.82,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-1085",4820,90,NA,"charcoal",NA,"Lemba-Lakkous","---",NA,"Cyprus",32.4,34.82,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"Ly-292",8125,70,NA,NA,NA,"Parekklisha-Shillourokambos","phase récente",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.",NA
"GifA-95032",8230,90,NA,NA,NA,"Parekklisha-Shillourokambos","phase moyenne",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.",NA
"GifA-95033",8340,100,NA,NA,NA,"Parekklisha-Shillourokambos","phase moyenne",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.",NA
"GifA-95034",8390,90,NA,NA,NA,"Parekklisha-Shillourokambos","phase moyenne",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.",NA
"Ly-928",8495,80,NA,NA,NA,"Parekklisha-Shillourokambos","phase moyenne",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-291",8655,65,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne B",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-930",8670,80,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne A",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-1262",8670,80,NA,NA,NA,"Parekklisha-Shillourokambos","transition phase Ancienne B/ phase moyenne",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-929",8700,70,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne B",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-6",8725,100,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne B",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-1261",8735,75,NA,NA,NA,"Parekklisha-Shillourokambos","transition phase Ancienne B/ phase moyenne",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-289",8760,80,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne B",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-5",8825,100,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne B",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-931",8860,90,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne A",NA,"Cyprus",33.11,34.74,"C","Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-574",8930,75,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne B",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-573",9110,90,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne A",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-572",9205,75,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne A",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"Ly-290",9310,80,NA,NA,NA,"Parekklisha-Shillourokambos","phase ancienne A",NA,"Cyprus",33.11,34.74,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64. Guilaine 2003. In: Guilaine and Le Brun (eds.) 2003, Le néolithique de Cypre, Acte Colloque Nicosie 17.-19. Mai 2001, Bulletin de Correspondance Hellénique, Suppl. 43, Athens: 3-14.","(OxA)"
"MC-803*",6140,200,NA,NA,NA,"Rizokarpaso - Cape-Andreas-Kastros","niveau V",NA,"Cyprus",34.59,35.69,"C","Le Brun 1981 (details missing); Todd 1987. Vasilikos Valley Project 6. Studies in Mediterranean Archaeology 71:6, Göteborg.",NA
"MC-807",7450,120,NA,NA,NA,"Rizokarpaso - Cape-Andreas-Kastros","niveau V",NA,"Cyprus",34.59,35.69,"C","Le Brun 1981 (details missing); Todd 1987. Vasilikos Valley Project 6. Studies in Mediterranean Archaeology 71:6, Göteborg.",NA
"MC-805",7775,125,NA,NA,NA,"Rizokarpaso - Cape-Andreas-Kastros","niveau VI",NA,"Cyprus",34.59,35.69,"C","Le Brun 1981 (details missing); Todd 1987. Vasilikos Valley Project 6. Studies in Mediterranean Archaeology 71:6, Göteborg.",NA
"UCLA-307",8684,250,NA,NA,NA,"Site 23","---",NA,"Cyprus",33,34.57,"C","Peltenburg et al. 2000. Antiquity 74: 844-853. Peltenburg et al. 2001. Levant 33: 35-64.","LAB UCL- zu UCLA-; Akrotiri-Vounarouthkia ton Lamion East, Site 23. Corrected from Reservoir Effekt from 8350 +- 250 BP"
"OxA-3312",3690,100,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3546",3760,75,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3309",3780,90,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3310",3780,90,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3548",3800,75,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3544",3840,75,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3545",3860,75,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3547",3860,80,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3308",3890,90,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"OxA-3311",3890,100,NA,"charcoal",NA,"Sotira-Kaminoudhia","---",NA,"Cyprus",32.84,34.74,"C","Housley 1994. Radiocarbon 36: 55-73.",NA
"Pta-3635",8640,120,NA,"charcoal",NA,"Abu Madi I","layer 4 (PPNB)",NA,"Egypt_Sinai",34,28.56,"C","Gopher 1985. Ph.D. thesis, Hebrew University Jerusalem.",NA
"Pta-4551",9790,100,NA,"charcoal",NA,"Abu Madi I","PPNA",NA,"Egypt_Sinai",34,28.56,"C","Goring-Morris 1991 (details missing); Kuijt a Bar-Yosef 1994.",NA
